BorrCity,BorrState,BorrZip,CDC_Name,CDC_City,CDC_State,CDC_Zip,ThirdPartyLender_City,ThirdPartyLender_State,ThirdPartyDollars,ApprovalDate,ApprovalFiscalYear,DeliveryMethod,subpgmdesc,NaicsCode,ProjectState,BusinessType,GrossChargeOffAmount,Default?
711,1,836,73,71,1,59,0,0,,19980106,1998,0,0,0,1,0,0.0,False
73,12,873,94,14,12,76,0,0,,19980106,1998,0,0,0,12,1,0.0,False
865,26,1143,202,189,25,158,0,0,,19980106,1998,0,0,211,26,1,0.0,False
342,1,5059,63,61,1,53,0,0,,19980106,1998,0,0,0,1,0,0.0,False
2821,29,3962,45,45,27,40,0,0,,19980106,1998,0,0,0,29,1,0.0,False
1280,29,752,105,102,27,86,0,0,,19980106,1998,0,0,210,29,1,0.0,False
570,4,1012,4,4,4,4,0,0,,19980106,1998,0,0,0,4,1,0.0,False
1215,32,10,87,86,29,0,0,0,,19980106,1998,0,0,174,32,0,0.0,False
222,17,47,31,31,16,28,0,0,,19980107,1998,0,0,0,17,1,0.0,False
107,1,3414,63,61,1,53,0,0,,19980107,1998,0,0,140,1,0,0.0,False
51,27,1818,57,56,31,0,0,0,,19980107,1998,0,0,28,27,1,0.0,False
38,22,6213,57,56,31,0,0,0,,19980108,1998,0,0,0,22,1,0.0,False
336,33,10,137,129,30,0,0,0,,19980108,1998,0,0,181,33,1,0.0,False
1215,32,10,87,86,29,0,0,0,,19980108,1998,0,0,10,32,1,0.0,False
4305,44,6020,211,196,45,167,0,0,,19980108,1998,0,0,127,44,1,0.0,False
1660,35,2211,111,107,33,92,0,0,,19980108,1998,0,0,145,35,1,0.0,False
3441,10,4897,52,51,10,45,0,0,,19980108,1998,0,0,0,10,1,0.0,False
1942,2,2638,46,24,2,41,0,0,,19980108,1998,0,0,0,2,1,0.0,False
218,20,795,30,30,19,27,0,0,,19980108,1998,0,0,10,20,1,0.0,False
402,19,10,77,75,18,0,0,0,,19980108,1998,0,0,0,19,0,0.0,False
4306,34,6214,102,98,31,83,0,0,,19980108,1998,0,0,0,34,0,0.0,False
865,26,6215,202,189,25,158,0,0,,19980108,1998,0,0,0,26,1,0.0,False
2241,29,3807,165,156,27,126,0,0,,19980108,1998,0,0,97,29,1,0.0,False
17,0,4750,17,17,14,15,0,0,,19980108,1998,0,0,19,0,1,0.0,False
3729,51,5328,237,221,52,187,0,0,,19980108,1998,0,0,0,52,1,0.0,False
203,1,4837,55,54,1,48,0,0,,19980108,1998,0,0,0,1,1,0.0,False
1659,29,2208,170,161,27,131,0,0,,19980109,1998,1,2,6,29,2,0.0,False
969,28,6216,208,193,26,164,0,0,,19980109,1998,0,0,170,28,1,0.0,False
3091,34,1929,57,56,31,49,0,0,,19980109,1998,0,0,80,34,1,0.0,False
467,9,517,53,52,9,46,0,0,,19980109,1998,0,0,195,9,1,0.0,False
1834,9,4707,27,27,9,25,0,0,,19980109,1998,0,0,0,9,1,0.0,False
1294,14,1650,22,0,0,20,0,0,,19980109,1998,0,0,0,14,1,0.0,False
1057,24,6185,220,36,23,173,0,0,,19980109,1998,0,0,234,24,1,0.0,False
82,4,2800,4,4,4,4,0,0,,19980109,1998,0,0,0,4,1,0.0,False
4,4,28,4,4,4,4,0,0,,19980109,1998,0,0,135,4,1,0.0,False
4307,9,6086,53,52,9,46,0,0,,19980112,1998,0,0,0,9,1,0.0,False
277,12,707,94,14,12,76,0,0,,19980112,1998,0,0,174,12,2,0.0,False
219,5,4208,236,219,5,186,0,0,,19980112,1998,0,0,0,5,0,0.0,False
4308,15,6217,144,138,43,113,0,0,,19980112,1998,0,0,0,15,1,45128.0,True
3877,37,6218,98,95,35,79,0,0,,19980112,1998,0,0,0,37,1,0.0,False
1088,29,1353,165,156,27,126,0,0,,19980112,1998,1,2,0,29,1,0.0,False
694,33,10,189,55,30,0,0,0,,19980113,1998,0,0,249,33,0,0.0,False
4309,46,6219,191,124,49,147,0,0,,19980113,1998,0,0,0,47,1,0.0,False
1912,46,6220,227,210,49,179,0,0,,19980113,1998,0,0,132,47,1,0.0,False
3871,0,887,17,17,14,15,0,0,,19980113,1998,0,0,74,0,1,0.0,False
2862,1,4027,62,60,1,52,0,0,,19980113,1998,0,0,0,1,1,0.0,False
944,28,3335,125,119,26,47,0,0,,19980114,1998,0,0,127,28,1,0.0,False
1887,2,6221,24,24,2,23,0,0,,19980114,1998,0,0,0,2,1,0.0,False
4310,43,6222,51,87,51,180,0,0,,19980114,1998,0,0,0,43,1,0.0,False
2956,36,6223,190,179,34,146,0,0,,19980114,1998,0,0,0,36,1,0.0,False
2791,36,3907,190,179,34,146,0,0,,19980114,1998,0,0,0,36,1,0.0,False
4311,11,6224,141,133,11,109,0,0,,19980114,1998,0,0,0,11,1,0.0,False
1816,25,2437,199,186,24,156,0,0,,19980114,1998,0,0,0,25,1,0.0,False
483,1,533,63,61,1,53,0,0,,19980114,1998,0,0,122,1,1,0.0,False
35,17,1451,42,31,16,37,0,0,,19980115,1998,0,0,0,17,1,382559.0,True
22,1,3273,21,21,1,19,0,0,,19980115,1998,0,0,293,1,2,0.0,False
36,4,1128,20,20,4,18,0,0,,19980115,1998,0,0,0,4,1,0.0,False
886,0,4353,176,166,14,137,0,0,,19980115,1998,0,0,0,0,1,0.0,False
1809,18,2425,26,26,17,0,0,0,,19980115,1998,0,0,93,18,0,0.0,False
494,2,550,46,24,2,41,0,0,,19980115,1998,0,0,0,2,1,0.0,False
4312,21,10,32,32,20,0,0,0,,19980115,1998,0,0,0,21,2,0.0,True
1640,42,2528,252,226,42,198,0,0,,19980115,1998,0,0,0,42,1,0.0,False
419,20,1567,30,30,19,27,0,0,,19980115,1998,0,0,0,20,1,0.0,False
576,20,659,30,30,19,27,0,0,,19980115,1998,0,0,0,20,1,0.0,False
221,1,217,51,50,1,44,0,0,,19980115,1998,0,0,0,1,0,0.0,False
767,1,2820,15,15,1,14,0,0,,19980115,1998,0,0,0,1,1,0.0,False
390,9,2495,27,27,9,25,0,0,,19980116,1998,0,0,350,9,0,55083.0,True
395,7,1075,8,8,7,8,0,0,,19980116,1998,0,0,0,7,1,0.0,False
2259,33,10,189,55,30,0,0,0,,19980116,1998,0,0,0,33,1,0.0,False
675,10,6225,52,51,10,45,0,0,,19980116,1998,0,0,276,10,1,0.0,False
88,1,86,1,1,1,1,0,0,,19980116,1998,0,0,0,1,2,0.0,False
3234,42,5914,99,96,42,80,0,0,,19980116,1998,0,0,86,42,0,0.0,False
4313,4,1447,20,20,4,18,0,0,,19980116,1998,0,0,0,4,1,2840.0,True
2509,1,3469,15,15,1,14,0,0,,19980116,1998,0,0,0,1,1,0.0,False
49,1,1145,40,41,1,35,0,0,,19980120,1998,0,0,67,1,1,0.0,False
198,40,504,86,85,38,70,0,0,,19980120,1998,0,0,329,40,1,0.0,False
458,11,6226,141,133,11,109,0,0,,19980120,1998,0,0,0,11,0,0.0,False
1398,26,1791,72,70,25,58,0,0,,19980120,1998,0,0,0,26,2,0.0,False
2227,13,3081,91,90,39,74,0,0,,19980120,1998,0,0,18,13,1,0.0,False
2254,1,3995,55,54,1,48,0,0,,19980121,1998,0,0,68,1,0,0.0,False
288,9,6227,27,27,9,25,0,0,,19980121,1998,0,0,184,9,1,0.0,False
4300,20,6207,2,191,19,199,0,0,,19980121,1998,0,0,0,20,1,0.0,False
12,10,2746,12,12,10,11,0,0,,19980121,1998,1,2,39,10,1,0.0,False
1262,49,6228,210,195,50,166,0,0,,19980121,1998,0,0,0,46,1,0.0,False
1370,1,3995,55,54,1,48,0,0,,19980121,1998,0,0,0,1,1,0.0,False
236,14,235,11,22,0,21,0,0,,19980122,1998,0,0,0,14,1,0.0,False
2809,14,6229,88,87,0,71,0,0,,19980122,1998,0,0,0,14,1,0.0,False
1580,51,2938,237,221,52,187,0,0,,19980122,1998,0,0,0,52,1,0.0,False
407,11,432,13,13,11,12,0,0,,19980122,1998,0,0,0,11,1,0.0,False
1522,0,6230,142,135,14,111,0,0,,19980122,1998,0,0,30,0,1,5876.0,True
95,33,10,56,55,30,0,0,0,,19980122,1998,0,0,0,33,1,0.0,False
2241,29,3807,165,156,27,126,0,0,,19980122,1998,0,0,50,29,1,0.0,False
2454,29,6231,207,140,27,163,0,0,,19980122,1998,0,0,0,29,0,0.0,False
354,1,2870,15,15,1,14,0,0,,19980122,1998,0,0,0,1,1,0.0,False
1295,10,6232,12,12,10,11,0,0,,19980122,1998,1,2,0,10,1,0.0,False
88,1,86,1,1,1,1,0,0,,19980122,1998,0,0,0,1,1,0.0,False
3927,1,5607,62,60,1,52,0,0,,19980122,1998,0,0,161,1,1,0.0,False
260,11,263,13,13,11,12,0,0,,19980123,1998,0,0,245,11,0,0.0,False
67,32,10,93,92,29,0,0,0,,19980123,1998,0,0,0,32,1,0.0,False
4314,9,6233,27,27,9,25,0,0,,19980123,1998,0,0,0,9,1,0.0,False
751,21,10,32,32,20,0,0,0,,19980123,1998,0,0,195,21,0,0.0,False
596,41,10,32,32,20,0,0,0,,19980123,1998,0,0,148,21,1,0.0,False
100,34,3043,57,56,31,49,0,0,,19980123,1998,0,0,0,34,0,0.0,False
39,1,1255,1,1,1,1,0,0,,19980123,1998,0,0,0,45,1,0.0,False
748,9,5867,53,52,9,46,0,0,,19980123,1998,0,0,174,9,2,0.0,False
415,13,3111,91,90,39,74,0,0,,19980123,1998,0,0,175,16,1,0.0,False
75,1,74,51,50,1,44,0,0,,19980123,1998,0,0,0,1,0,0.0,False
1575,1,1699,51,50,1,44,0,0,,19980123,1998,0,0,18,1,1,0.0,False
4315,46,6234,227,210,49,179,0,0,,19980123,1998,0,0,0,47,1,0.0,False
1109,1,135,74,72,1,60,0,0,,19980123,1998,0,0,30,17,1,0.0,False
281,1,282,19,19,1,17,0,0,,19980123,1998,0,0,0,1,1,0.0,False
1679,29,6235,139,131,27,108,0,0,,19980123,1998,0,0,10,29,1,0.0,False
4295,34,2285,57,56,31,49,0,0,,19980123,1998,0,0,0,34,0,0.0,False
337,1,4950,18,18,1,16,0,0,,19980123,1998,0,0,0,1,2,0.0,False
15,28,260,113,109,26,94,0,0,,19980126,1998,0,0,0,28,1,0.0,False
179,43,6236,51,87,51,180,0,0,,19980126,1998,0,0,0,43,1,0.0,False
1792,11,2396,13,13,11,12,0,0,,19980126,1998,0,0,0,11,1,0.0,False
549,14,1813,89,88,0,72,0,0,,19980126,1998,0,0,7,14,0,0.0,False
252,1,5006,119,36,23,0,0,0,,19980126,1998,1,2,0,1,1,0.0,False
756,20,892,195,182,19,152,0,0,,19980126,1998,0,0,96,20,1,0.0,False
3921,33,10,137,129,30,0,0,0,,19980126,1998,0,0,30,33,1,0.0,False
17,0,6073,17,17,14,15,0,0,,19980126,1998,0,0,32,0,1,0.0,False
152,6,2993,80,78,6,64,0,0,,19980126,1998,0,0,316,6,1,0.0,False
887,1,5304,15,15,1,14,0,0,,19980126,1998,0,0,0,1,0,0.0,False
152,6,2993,80,78,6,64,0,0,,19980126,1998,0,0,316,6,1,0.0,False
707,49,6125,210,195,50,166,0,0,,19980126,1998,0,0,30,46,1,0.0,False
2369,36,3279,131,122,34,104,0,0,,19980127,1998,0,0,0,36,1,0.0,False
985,3,1217,248,230,3,195,0,0,,19980127,1998,0,0,0,3,1,0.0,False
2957,11,4183,13,13,11,12,0,0,,19980127,1998,0,0,172,11,0,0.0,False
3752,51,5361,237,221,52,187,0,0,,19980127,1998,0,0,0,52,0,0.0,False
18,1,20,62,60,1,52,0,0,,19980127,1998,0,0,15,1,1,0.0,False
28,2,546,24,24,2,23,0,0,,19980127,1998,0,0,104,2,1,0.0,False
163,4,159,4,4,4,4,0,0,,19980127,1998,1,2,460,4,0,0.0,False
2354,20,6237,25,25,16,0,0,0,,19980127,1998,0,0,79,17,1,0.0,False
623,5,722,5,5,5,5,0,0,,19980127,1998,0,0,74,5,1,0.0,False
223,11,218,13,13,11,12,0,0,,19980127,1998,0,0,481,11,1,0.0,False
1640,42,3068,244,226,42,192,0,0,,19980127,1998,0,0,32,42,1,0.0,False
1109,1,3195,55,54,1,48,0,0,,19980127,1998,0,0,188,1,1,0.0,False
603,1,767,147,118,1,115,0,0,,19980127,1998,0,0,0,1,1,0.0,False
127,26,124,72,70,25,58,0,0,,19980127,1998,0,0,0,26,0,0.0,False
3547,33,10,230,212,30,0,0,0,,19980127,1998,0,0,0,33,1,0.0,False
772,5,917,5,5,5,5,0,0,,19980128,1998,0,0,0,5,1,243890.0,True
1703,19,10,28,28,18,0,0,0,,19980128,1998,0,0,46,19,1,0.0,False
723,33,10,169,160,30,0,0,0,,19980128,1998,0,0,0,33,2,0.0,False
944,28,6144,125,119,26,47,0,0,,19980128,1998,0,0,0,28,1,0.0,False
81,5,745,44,44,5,39,0,0,,19980128,1998,0,0,347,5,1,0.0,False
2684,20,6238,258,240,19,205,0,0,,19980128,1998,0,0,0,20,1,0.0,False
925,6,2078,225,207,6,176,0,0,,19980128,1998,0,0,0,6,1,0.0,False
231,9,3797,27,27,9,25,0,0,,19980129,1998,0,0,0,9,1,0.0,False
2477,1,3473,55,54,1,48,0,0,,19980129,1998,0,0,33,1,1,0.0,False
4316,8,10,9,9,8,0,0,0,,19980129,1998,0,0,46,8,0,0.0,False
84,10,82,12,12,10,11,0,0,,19980129,1998,0,0,0,10,1,0.0,False
1430,8,10,9,9,8,0,0,0,,19980129,1998,0,0,0,8,1,0.0,False
525,1,4454,97,72,1,78,0,0,,19980129,1998,0,0,6,1,1,0.0,False
3736,15,6239,188,178,43,145,0,0,,19980129,1998,0,0,46,15,1,0.0,False
4317,10,6240,4,4,4,0,0,0,,19980129,1998,0,0,0,4,1,0.0,True
508,21,10,32,32,20,0,0,0,,19980129,1998,0,0,26,21,1,0.0,True
422,3,5566,248,230,3,195,0,0,,19980129,1998,0,0,0,3,1,0.0,False
39,1,279,1,1,1,1,0,0,,19980129,1998,0,0,0,1,0,0.0,False
16,13,3750,91,90,39,74,0,0,,19980129,1998,0,0,45,13,1,0.0,False
16,13,3750,91,90,39,74,0,0,,19980129,1998,0,0,45,13,1,0.0,False
2628,49,3640,210,195,50,166,0,0,,19980129,1998,0,0,395,46,0,0.0,False
507,4,1955,4,4,4,4,0,0,,19980130,1998,1,2,60,4,1,0.0,False
608,40,701,86,85,38,70,0,0,,19980130,1998,0,0,43,40,1,0.0,False
1286,1,1638,223,205,1,175,0,0,,19980130,1998,0,0,0,1,0,0.0,False
210,21,10,182,173,20,0,0,0,,19980130,1998,0,0,0,21,1,0.0,False
12,10,236,12,12,10,11,0,0,,19980130,1998,0,0,60,10,1,0.0,False
217,12,213,94,14,12,76,0,0,,19980130,1998,0,0,39,12,1,0.0,False
2129,33,10,129,55,30,0,0,0,,19980130,1998,0,0,58,33,1,0.0,False
2227,13,3081,91,90,39,74,0,0,,19980130,1998,0,0,174,13,1,0.0,False
1093,39,6241,123,117,37,100,0,0,,19980130,1998,0,0,18,39,1,0.0,False
2477,1,2071,97,72,1,78,0,0,,19980130,1998,0,0,0,1,1,0.0,False
838,1,1306,55,54,1,48,0,0,,19980130,1998,0,0,0,1,1,0.0,False
3378,34,487,102,98,31,83,0,0,,19980130,1998,0,0,0,34,0,0.0,False
238,1,238,62,60,1,52,0,0,,19980130,1998,0,0,251,1,1,0.0,False
486,1,2707,1,1,1,1,0,0,,19980130,1998,0,0,195,1,1,0.0,False
222,17,6242,42,31,16,37,0,0,,19980202,1998,1,2,0,17,1,0.0,False
1131,1,1852,21,21,1,19,0,0,,19980202,1998,0,0,0,1,0,0.0,False
49,1,530,40,41,1,35,0,0,,19980202,1998,0,0,0,1,0,0.0,False
219,5,109,44,44,5,39,0,0,,19980202,1998,0,0,0,5,1,91309.0,True
520,36,1284,131,122,34,104,0,0,,19980202,1998,0,0,86,36,1,0.0,False
1903,11,2568,13,13,11,12,0,0,,19980202,1998,0,0,0,11,1,0.0,False
88,1,86,1,1,1,1,0,0,,19980202,1998,0,0,0,1,1,0.0,False
516,29,572,165,156,27,126,0,0,,19980202,1998,1,2,0,29,1,0.0,False
1797,4,2403,20,20,4,18,0,0,,19980202,1998,0,0,7,4,1,0.0,False
731,1,6243,1,1,1,1,0,0,,19980202,1998,0,0,429,1,1,0.0,False
1580,51,2938,237,221,52,187,0,0,,19980202,1998,0,0,0,52,1,0.0,False
1958,1,6244,223,205,1,175,0,0,,19980202,1998,0,0,19,1,1,0.0,False
2020,9,6245,27,27,9,25,0,0,,19980203,1998,0,0,10,9,1,0.0,False
944,28,4939,125,119,26,47,0,0,,19980203,1998,0,0,0,28,1,0.0,False
179,37,10,201,188,35,0,0,0,,19980203,1998,0,0,69,37,1,0.0,False
1173,20,6246,30,30,19,27,0,0,,19980203,1998,0,0,30,20,1,0.0,False
1207,1,1520,1,1,1,1,0,0,,19980203,1998,0,0,74,1,0,0.0,False
4318,20,6247,153,145,19,120,0,0,,19980203,1998,0,0,46,20,1,0.0,False
34,20,1453,30,30,19,27,0,0,,19980203,1998,0,0,160,20,1,0.0,False
623,5,722,5,5,5,5,0,0,,19980203,1998,1,2,0,5,1,0.0,False
758,5,896,6,6,5,6,0,0,,19980203,1998,0,0,0,5,1,0.0,False
2533,6,4891,50,49,6,43,0,0,,19980203,1998,0,0,0,6,1,0.0,False
170,1,169,126,120,1,102,0,0,,19980203,1998,0,0,0,1,1,0.0,False
480,3,528,3,3,3,3,0,0,,19980204,1998,0,0,72,3,1,0.0,False
361,1,6248,55,54,1,48,0,0,,19980204,1998,0,0,351,1,1,0.0,False
734,28,866,43,43,26,38,0,0,,19980204,1998,0,0,0,28,1,0.0,False
293,1,1170,97,72,1,78,0,0,,19980204,1998,0,0,39,1,1,0.0,False
2279,28,3684,150,43,26,117,0,0,,19980204,1998,0,0,0,28,0,0.0,False
675,10,779,52,51,10,45,0,0,,19980204,1998,0,0,0,10,1,0.0,False
4319,33,10,56,55,30,0,0,0,,19980204,1998,0,0,0,33,1,0.0,False
2634,1,3682,1,1,1,1,0,0,,19980204,1998,0,0,0,45,1,0.0,False
423,1,457,18,18,1,16,0,0,,19980204,1998,0,0,0,1,1,0.0,False
534,33,10,169,160,30,0,0,0,,19980204,1998,0,0,99,33,1,0.0,False
292,11,687,13,13,11,12,0,0,,19980204,1998,0,0,0,11,1,0.0,False
84,10,82,12,12,10,11,0,0,,19980204,1998,1,2,235,10,1,0.0,False
3241,33,10,129,55,30,0,0,0,,19980204,1998,0,0,272,33,1,0.0,False
2172,3,2984,248,230,3,195,0,0,,19980205,1998,0,0,140,3,1,0.0,False
1197,36,404,76,74,34,61,0,0,,19980205,1998,0,0,0,36,1,0.0,False
3227,29,4591,207,140,27,163,0,0,,19980205,1998,0,0,0,29,1,511455.0,True
4320,1,811,119,36,23,0,0,0,,19980205,1998,1,2,0,1,0,0.0,False
2474,9,3419,27,27,9,25,0,0,,19980205,1998,0,0,0,9,1,0.0,False
1350,4,1727,4,4,4,4,0,0,,19980205,1998,0,0,0,4,0,0.0,False
1989,18,10,136,128,17,0,0,0,,19980205,1998,0,0,0,18,1,0.0,False
90,7,5085,8,8,7,8,0,0,,19980205,1998,0,0,0,7,1,0.0,False
1101,4,143,4,4,4,4,0,0,,19980205,1998,0,0,0,4,1,0.0,False
4,4,1388,4,4,4,4,0,0,,19980205,1998,0,0,0,4,1,0.0,False
345,9,354,53,52,9,46,0,0,,19980206,1998,0,0,173,9,1,0.0,False
639,19,10,68,66,18,0,0,0,,19980206,1998,0,0,0,19,0,0.0,False
1650,19,10,68,66,18,0,0,0,,19980206,1998,0,0,0,19,0,0.0,False
1183,4,1483,20,20,4,18,0,0,,19980206,1998,0,0,0,4,0,0.0,False
2851,3,4313,3,3,3,3,0,0,,19980206,1998,0,0,0,3,1,0.0,False
1570,36,2084,82,80,34,66,0,0,,19980206,1998,0,0,109,36,1,94172.0,True
2241,29,3807,165,156,27,126,0,0,,19980206,1998,0,0,0,29,1,0.0,False
1799,27,6249,57,56,31,0,0,0,,19980206,1998,0,0,0,27,2,0.0,False
3937,51,5629,237,221,52,187,0,0,,19980206,1998,0,0,0,52,1,0.0,False
266,14,804,114,110,0,96,0,0,,19980206,1998,0,0,43,14,1,0.0,False
2775,29,4747,45,45,27,40,0,0,,19980206,1998,0,0,0,29,1,0.0,False
133,34,2258,57,56,31,49,0,0,,19980206,1998,0,0,0,34,1,0.0,False
69,11,1468,13,13,11,12,0,0,,19980209,1998,0,0,78,11,1,0.0,False
371,28,2105,43,43,26,38,0,0,,19980209,1998,0,0,157,28,1,0.0,False
2570,33,10,169,160,30,0,0,0,,19980209,1998,0,0,0,33,2,0.0,False
15,28,1986,113,109,26,94,0,0,,19980209,1998,0,0,0,28,1,0.0,False
622,1,721,1,1,1,1,0,0,,19980209,1998,0,0,46,45,1,0.0,False
1264,5,2185,5,5,5,5,0,0,,19980209,1998,0,0,68,5,1,0.0,False
80,1,77,119,36,23,0,0,0,,19980209,1998,1,2,0,1,1,0.0,False
12,10,2746,12,12,10,11,0,0,,19980209,1998,1,2,39,10,1,0.0,False
1369,29,1748,45,45,27,40,0,0,,19980209,1998,0,0,0,29,1,0.0,False
4321,38,6250,83,81,36,67,0,0,,19980209,1998,0,0,0,38,1,0.0,False
36,4,1128,4,4,4,4,0,0,,19980209,1998,0,0,7,4,0,0.0,False
2251,0,1088,143,136,14,112,0,0,,19980209,1998,0,0,30,0,0,0.0,False
1580,51,4491,237,221,52,187,0,0,,19980209,1998,0,0,0,52,0,0.0,False
1692,24,2246,118,114,23,97,0,0,,19980209,1998,0,0,0,24,1,0.0,False
813,2,4067,24,24,2,23,0,0,,19980210,1998,0,0,7,2,1,0.0,False
411,14,6251,88,87,0,71,0,0,,19980210,1998,0,0,149,14,1,0.0,False
1951,9,2655,53,52,9,46,0,0,,19980210,1998,0,0,46,9,1,0.0,False
283,1,593,1,1,1,1,0,0,,19980210,1998,0,0,0,1,0,0.0,False
1591,9,3284,53,52,9,46,0,0,,19980210,1998,0,0,27,9,2,0.0,False
711,1,2351,119,36,23,0,0,0,,19980210,1998,0,0,30,1,0,0.0,False
845,42,4601,99,96,42,80,0,0,,19980210,1998,0,0,72,42,1,0.0,False
13,9,4721,27,27,9,25,0,0,,19980210,1998,0,0,245,9,1,0.0,False
5,5,895,5,5,5,5,0,0,,19980210,1998,1,2,174,5,1,0.0,False
283,1,593,1,1,1,1,0,0,,19980210,1998,0,0,0,1,1,0.0,False
496,24,1049,100,36,23,81,0,0,,19980210,1998,0,0,50,24,1,0.0,False
419,20,2326,30,30,19,27,0,0,,19980210,1998,0,0,0,20,0,0.0,False
1053,24,1305,35,36,23,32,0,0,,19980210,1998,0,0,0,24,1,0.0,False
3984,20,4918,42,31,16,0,0,0,,19980210,1998,0,0,0,20,1,0.0,False
4293,29,6197,45,45,27,40,0,0,,19980210,1998,0,0,0,29,1,0.0,False
4322,24,1305,118,114,23,97,0,0,,19980210,1998,0,0,74,24,0,0.0,False
4323,24,6252,84,83,23,69,0,0,,19980210,1998,0,0,0,24,1,0.0,False
371,28,1695,43,43,26,38,0,0,,19980211,1998,0,0,0,28,1,0.0,False
537,16,2807,221,203,15,174,0,0,,19980211,1998,0,0,0,16,1,0.0,False
1887,28,2544,64,62,26,54,0,0,,19980211,1998,0,0,0,28,0,0.0,False
266,14,804,114,110,0,96,0,0,,19980211,1998,0,0,445,14,1,0.0,False
91,1,6253,55,54,1,48,0,0,,19980211,1998,0,0,0,1,1,0.0,False
1896,1,2553,55,54,1,48,0,0,,19980211,1998,0,0,330,1,1,0.0,False
743,20,1038,30,30,19,27,0,0,,19980211,1998,0,0,0,20,1,0.0,False
2391,1,3307,119,36,23,0,0,0,,19980211,1998,0,0,30,1,1,0.0,False
5,5,2089,5,5,5,5,0,0,,19980211,1998,0,0,0,5,1,0.0,False
1022,9,3028,27,27,9,25,0,0,,19980211,1998,0,0,97,9,1,0.0,False
1022,9,3028,27,27,9,25,0,0,,19980211,1998,0,0,46,9,1,0.0,False
79,9,2484,27,27,9,25,0,0,,19980211,1998,0,0,0,9,1,0.0,False
1044,44,1297,124,118,45,101,0,0,,19980212,1998,0,0,0,44,1,0.0,False
67,32,10,93,92,29,0,0,0,,19980212,1998,0,0,0,32,1,0.0,False
1543,1,6254,74,72,1,60,0,0,,19980212,1998,0,0,183,1,1,0.0,False
218,20,2373,30,30,19,27,0,0,,19980212,1998,0,0,118,20,1,0.0,False
81,5,745,44,44,5,39,0,0,,19980212,1998,0,0,208,5,1,0.0,False
2013,29,2765,45,45,27,40,0,0,,19980212,1998,0,0,0,29,1,0.0,False
534,33,10,169,160,30,0,0,0,,19980212,1998,0,0,0,33,0,0.0,False
292,11,687,13,13,11,12,0,0,,19980212,1998,0,0,0,11,1,0.0,False
570,4,1012,4,4,4,4,0,0,,19980212,1998,0,0,0,4,1,0.0,False
114,33,10,65,63,30,0,0,0,,19980212,1998,0,0,149,33,2,763158.0,True
4324,32,10,87,86,29,0,0,0,,19980213,1998,0,0,30,32,0,0.0,False
149,14,145,22,0,0,20,0,0,,19980213,1998,0,0,64,14,1,0.0,False
2507,21,10,32,32,20,0,0,0,,19980213,1998,0,0,0,21,1,0.0,False
1909,24,2580,118,114,23,97,0,0,,19980213,1998,0,0,0,24,1,0.0,False
12,10,1190,12,12,10,11,0,0,,19980213,1998,1,2,39,10,1,0.0,False
2724,7,3791,8,8,7,8,0,0,,19980213,1998,0,0,68,7,0,0.0,False
83,4,80,4,4,4,4,0,0,,19980213,1998,0,0,0,4,0,0.0,False
4325,29,6255,45,45,27,40,0,0,,19980213,1998,0,0,40,29,1,0.0,False
1810,0,1088,143,136,14,112,0,0,,19980213,1998,0,0,51,0,0,0.0,False
4326,20,6256,30,30,19,27,0,0,,19980213,1998,0,0,0,20,1,0.0,False
4327,43,6257,51,87,51,180,0,0,,19980217,1998,0,0,0,43,1,0.0,False
4,4,34,4,4,4,4,0,0,,19980217,1998,0,0,32,4,1,376932.0,True
1343,38,1717,83,81,36,67,0,0,,19980217,1998,0,0,32,38,2,0.0,False
580,29,664,165,156,27,126,0,0,,19980217,1998,1,2,83,29,1,0.0,False
4328,9,5387,27,27,9,25,0,0,,19980217,1998,0,0,0,9,1,0.0,False
216,4,619,4,4,4,4,0,0,,19980217,1998,0,0,39,4,1,0.0,False
622,1,721,1,1,1,1,0,0,,19980217,1998,0,0,10,1,2,0.0,False
1003,1,2683,15,15,1,14,0,0,,19980217,1998,0,0,1,1,1,0.0,False
1132,20,6258,164,155,19,125,0,0,,19980218,1998,0,0,0,20,1,0.0,False
1653,32,10,49,48,29,0,0,0,,19980218,1998,0,0,45,32,1,0.0,False
4329,3,6259,248,230,3,195,0,0,,19980218,1998,0,0,0,3,1,0.0,False
1185,29,1485,165,156,27,126,0,0,,19980218,1998,0,0,208,29,1,0.0,False
907,36,1101,76,74,34,61,0,0,,19980218,1998,0,0,0,36,1,0.0,False
12,10,2204,12,12,10,11,0,0,,19980218,1998,1,2,318,10,1,0.0,False
1471,29,765,165,156,27,126,0,0,,19980218,1998,1,2,99,29,0,0.0,False
180,29,178,92,91,27,75,0,0,,19980218,1998,1,2,0,29,1,0.0,False
181,4,179,4,4,4,4,0,0,,19980218,1998,0,0,382,4,0,605550.0,True
829,1,990,97,72,1,78,0,0,,19980218,1998,0,0,0,1,1,0.0,False
85,12,2108,14,14,12,13,0,0,,19980218,1998,0,0,124,12,1,0.0,False
277,12,707,94,14,12,76,0,0,,19980218,1998,0,0,0,12,1,0.0,False
2460,42,10,216,200,42,0,0,0,,19980218,1998,0,0,0,42,1,0.0,True
4330,42,6260,99,96,42,80,0,0,,19980218,1998,0,0,0,42,0,0.0,False
422,3,2235,3,3,3,3,0,0,,19980219,1998,0,0,129,3,1,0.0,False
